Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-July-2019,1611.60,1618.05,1583.65,1610.20,1600.970032501514901118,18153,1094,29062409.00,2489,13.71,34.40,-1.40
4-July-2019,1634.70,1638.00,1612.05,1620.55,1622.952556993222427603,9738,430,15804312.00,776,7.97,25.95,-14.15
3-July-2019,1617.00,1638.85,1601.00,1629.25,1620.657883730656629025,28692,885,46499916.00,2748,9.58,37.85,12.25
2-July-2019,1610.00,1622.00,1591.05,1616.80,1606.694985582671073915,14219,515,22845596.00,2850,20.04,30.95,6.80
1-July-2019,1600.00,1621.90,1599.90,1609.90,1611.783189730965359592,5687,307,9166211.00,1049,18.45,22.00,9.90
28-June-2019,1598.75,1633.35,1593.75,1596.85,1614.447856401127429164,13482,702,21765986.00,1492,11.07,39.60,-1.90
27-June-2019,1589.05,1607.15,1578.05,1603.10,1598.067114711839440250,10862,472,17358205.00,2358,21.71,29.10,14.05
26-June-2019,1591.00,1610.75,1580.95,1597.45,1598.694408378776075478,23106,772,36939433.00,4187,18.12,29.80,6.45
25-June-2019,1568.75,1607.90,1565.10,1601.65,1591.975653975653975653,19305,690,30733090.00,4520,23.41,42.80,32.90
24-June-2019,1543.00,1583.00,1537.50,1576.25,1569.238296153328246330,22279,797,34961060.00,5877,26.38,45.50,33.25
21-June-2019,1590.55,1590.55,1540.80,1547.05,1557.610298070605101248,16741,679,26075954.00,4927,29.43,49.75,-43.50
